@relation sentiment-of-kitapyurdu-comments
@attribute comment string
@attribute sentiment {positive,negative}

@data
"2 defa alisveris yaptigim ve memnun kaldigim yeni kitapcim. internetten satin alma olayina ailem her ne kadar tereddutlu yaklassa da ben bu siteden memnun kaldim. gercekten soyledikleri tarihlerde kitaplarimi getirdiler. en basta en cok merak ettigim sey ise kitaplar korsan mi ki oldu. ama zamanla bunu da sindirdim ve oyle olmadigina kanaat getirdim bilemiyorumsimdi. yine debazi kitaplarin temin edilemiyor olusuna bozulmuyor degilim ama en azindan satisa sunuldugunda haber veriyorlar. ilerde de kullanmaya devam edecegimi dusundugum ekonomik site.", positive
"gectigimiz hafta ilk defa alisveris yaptim buradan. toplamda 10 adet kitap alinca bir haftadan asagi gelmez diye dusunurken 4 gun icinde yolladilar kitaplari. kolinin icerisine kitap sayisindan fazla kitap ayraci da koymuslar. gonlumu celmeyi basardilar su an icin.", positive
"cuma gunu 17:47de verdigim siparisimi pazartesi 13:10 sularinda teslim ederek beni sasirtan ve takdirimi toplayan site.", positive
"son uc senedir kitap siparisi verdigim ve butun siparislerimi kazasiz belasiz gecikmesiz elime ulastiran sitedir.", positive
"son uc senedir kitap siparislerimi verdigim ve siparislerimden su ana kadar hic eksik sayfali kitap cikmayan kitap sitesidir. bugun bir de guzellik yapmislar. mail atip yarinki dogum gunumu kutlamislar. ustune dogum gunu hediyesi olaraktan bugun yapacagim alisveristen kargo masrafi almayacaklarmis.tesekkurler kitapyurdu.", positive
"5 gun once 4. kez kitap siparisi verdigim site. siparisi vermeden once adettendir deyip idefixe de baktim. fiyat farkina zaten deginmiyorum bile ki yukarida bolca yazilmis. beni hayrete dusuren  12 adet kitap siparisi verecekken idefixde sadece 8 tanesinin bulunuyor olmasiydi. arkadas sizin isiniz  beni yerimden kaldirmadan  kitapci kitapci dolastirmadan kitap bulmak degil mi. ortalama bir kitapcida bulunamayacak kitaplari tukendi diye satmamak da neyin nesi. kitapyurdu bulurken sen nasil bulamiyorsun. evet yavastir  5 gun der 6-7-8 allah ne verdiyse degisir  ama kraldir. bulur  buldurur  yollar. sevgili yolu gozler gibi o da  ha bugun ha yarin.", positive
"temin suresi 1 gun yazan kitabi 3 gun bekleten kitap temin edildikten sonra da 4 koca gun boyunca hala kargoya veremeyen site.", negative
"3 gundur telefonla musteri hizmetlerine ulasilamayan 1 hafta once verdigimiz siparisle ilgili hic bir geri donuste bulunmayan kisacasi musterisini satis sonrasi sallamayan bir site. almayin aldirmayin lanet olsun boyle musteri hizmetlerine.", negative
"buradan 12 kitap siparis ettim. 11 tanesi hazirdi 1 tanesi temin ediliyordu. temin edilenleri yollayin otekisini sonra yollarsiniz dedim. bunlar da siparisi bolduler. temin edilmemis olan bugun temin edilip kargoya verildi. ancak 3 gun once temin edilenler halen kargoya verilmemis halde beklemede. ben ne anladim bu isten.bir kitap sitesi.", negative
"calistigi kargo sirketleri arasinda fastmail de vardir ve kargonuz (sadece iki adet kitap) sevkedilmesine ragmen 14 gundur elinize ulasmamis olabilir. siparis ekraninda kargo firmasini secerken bir ytl daha ucuz olsun derseniz cok pisman olabilirsiniz.", negative
"tedarik ettigini iddia ettigi kitaplari iki gundur bekleten firma. basima gelebilecekleri tahmin ettigimden almadan once iyice arastirip son zamanlarda hangisi daha az sorun cikariyorsa ondan alayim en azindan basim agrimasin dedim. (turkiyede isini hakkiyla yapabilen sirket olmadigindan kotunun iyisini aramak zorundasiniz ne yazik ki.) eskiden idefix kullanirdim ama ondaki sikayetler daha cok olunca kitapyurdu.comu tercih ettim. sonuc olarak kitaplar hala yollanmadi. tedarik edilmis gorundugu icin iptal islemi de yapilamiyor. durum boyle olunca site hakkinda yapilan sikayetleri goreyim diye sikayetvara baktim. eger insanlar sikayet etmek icin son iki gunu beklemediyse calisanlarinin basina bir sey gelmis olabilir. keza iki gunde yapilan sikayetler asmis durumda kimse kitabini alamamis.", negative
"10 gun once siparis verdigim kitap siparis listemde hala hazirlaniyor olarak gorunuyor. iletisim numaralarinda bipp sesinden baska bir sey duymak mumkun degil yazdigim maillere donen olmadi. sanirim el yazmasi yollayacaklar merakla beklemekteyim.", negative
"dun 4 adet kitap siparisi verdim. bugun girip kargoya verildi mi diye bakmak istedigimde bir tane kitabin bulunamadigini ve iptal edildigini yazmislar. diger kitaplari ise gonderime hazirlamislar.telefonla aradigimda telesekreterle karsilastim ve siparis kodunu girdigim zaman telefon yuzume kapandi.ellerinde olmayan kitabin parasini catir catir aldiklari halde bi geri donus yapip kusura bakmayin elimizde yok diye belirtmedikleri gibi kalan butun kitaplari iade ettigimi sitede secip mailde de belirttikten 15 dakika sonra mail atip kargoya verdiklerini soylediler. iade ucretinde de sorun cikarsa daha da gelmem kitapyurdu diyeyim.", negative
"son donemde siparislerin temin edilmesi konusunda yasanan sikintiyi sanirim ilgilenen herkes zaten biliyordur. su an ise sitesine hic girilmiyor sanirim dukkani komple kapattilar.umarim eski guzel gunlerine yeniden doner kendisi ile iyi bir iliskimiz vardi bozulsun istemem.", negative
"zaman zaman erisilemeyen site. hosting saglayicilari tarafindan pek iplenmediklerini dusunuyorum. ayrica temayi yenilemelerine ragmen amator gorunumden bir turlu kurtulamamislar.", negative
"saniyorum gunden gune eriyip yok olan bir kitapyurdu.coma sahit oluyoruz. en son ofislerini tasidiklari zaman siparisleri bu kadar geciktirmislerdi.dubu dubu dubu dubu kitapla bulusmanin en kolay yolu.", negative
"bir yillarin efsanesi olmasina ragmen idefixin yakinda darma duman edecegi kitap sitesidir.", negative
"2016 yilinda bir kitap siparisini 6 gunde hazirlayip gonderemeyen kitapci.", negative
"her sey iyi guzel de 2 lira fazla verin upsden uzak durun. aydinda oturuyorum merkez subesinde olan kitap 9 gun oldu elime gecmedi. ugrasip durursunuz anca.", negative
"bu kacinci siparis verisim ve her defasinda nasil basariyorlarsa - artik mumla mi ariyorlar nedir- israrla kirik parcalanmis kitaplari gonderiyorlar. umarim onlar bana donene kadar kitabin degisimi icin belirledikleri 7 gun gecmemis olur.hayret bir sey ya.", negative
"gecen hafta persembe gunu siparis ettigim 3 adet ingilizce dilfem kitabini hala bekliyor olarak gosteren sitedir.yarin tam bir hafta olacak ve hala kitaplari temin edememisler.nasil istir anlamadim.", negative
"eger mail adresinizin copluge donmesini istemiyorsaniz kesinlikle bulasmamaniz gereken sitedir. mail gelmemesi icin bos mail atmamiz gerektigi yaziyor attiklari reklamlarin sonunda. atiyorsunuz herhangi bir cozum yok. web sitesinden sikayet ediyorsunuz mail adresiniz sistemden cikarildi seklinde cevap geliyor. bu sefer 2 gun ara verip tekrar tam gaz mail atmaya devam ediyorlar. akli olan bulasmasin derim.", negative
"nerden ciktigini anlayamadigim lutfen sayfanin yuklenmesini bekleyiniz uyarisi ile birlikte zorla kitap satmamaya calisan sitedir. illa ki aradaki 20 ytl farka ragmen idefixten aldiracak bana 10 kitabi.", negative
"verilen siparisi 10 gunde ulastiramayan site. 10 gun. cinden siparisi verseydim nerdeyse elimde olacakti bunlar 2 kitabi bile ulastiramiyor.dedik ki hediye olarak en guzel ne olur. kitap. hediye olarak kendime kitap siparis ettirdim malum bir kisiye. onu da bu site mahvetti. zaten ilk tercih baska bir siteydi simdi adini yazip reklam yapmayayim ama sitelerinin ariza vermesi yuzunden bu siteden siparis vermek gibi bir hata yaptik. 10 gun. ne gelen var ne giden. daha yeni kargoya vermisler. 10 gun.", negative
"tanimadigim bir suru yazara benim icin kitap imzalatip bunu maille bana ileten enteresan site. istemiyorum imza mimza kardesim.", negative
"kendisinden gelen yeni cikan kitaplar maillerinde <table border=0 cellpadding=0 cellspacing=0 width=601> gibi sadece birtakim anlamsiz karakterler bulunan site. sorun onlarda mi bende mi anlayamadim acikcasi.", negative
"en yakin arkadasim  en sevdigim  cebimin dostu  beynimin ufku sitedir. bi tanedir. idefix fiyatlara bisey yapicana adimiz idefix mi olsun idefixe mi kalsin gibi salak seylerle ugrasa dursun.", positive
"web sitesini biraz gelistirmesi gereken kitap sitesi. hala idefixden ucuz olma ozelligini surdurmektedir. bugune kadar hicbir siparisimde sorun yasamadim. kargosunu kendi odeyen kitaplar gibi kampanyalari takip edilesidir.", positive
"zamaninda verdigim bir kac kitap ile birlikte bir adet nescafe 3in1 gonderen online kitapci.", positive
"fiyatlarini idefixe ile karsilastirinca agzi acik birakan sitedir genellikle. misal 30 liralik bir kitap burada 22 lira filan olabilmektedir. her kitap icin gecerli sabit bir indirim degil bu  saniyorum yayinevine gore filan degisiyor. ama baktiginizda alacaginiz izlenim  mumkun oldugu kadar indirildiklerioluyor fiyatlarin. ustune bir de surekli musteriolunca ekstra indirim filan. seviyorum ben kendisini.", positive
"kitap almak icin kitapciya gitmekten usendigimden olsa gerek ne zaman kitap satin almak istesem basvurdugum ilk yerdir. kargo parasi dahi odetmemesiyle takdirimi kazanmistir.not: kitapyurdunda cogu kitap piyasa fiyati ile ayni olsa da bazi kitaplari pahali satiyorlar. piyasadan arastirmak gerekiyor.", positive
"tasarimi harika olmasa da  icerigi ile kullanicilari kendisine baglamayi basaran  baska sektorlere saldirmadan cizgisinde basarili bir sekilde ilerleyen kitapci.", positive
"her hafta twitterda anket duzenleyen ve ankette secilen kitabi carsamba gunleri yuzde elli indirimle satan kurulus.misal bu carsamba dokuz kitaplik buz ve atesin sarkisi serisini yuzde elli indirimle satiyorlar. 207 liralik set su anda 103 5 tlye satiliyor. ustelik ayni gun kargo garantisi var. yurtici kargoyu secerseniz 35 kurus ekliyorlar ama mng kargo bedava.ilkyuz kitap ve uyeler icin gecerli bir indirim  son 60 set. kacirmayin derim.", positive
"yaptigi super kampanyalarla kitapseverleri ihya eden site. hem disariya gore cok uygun fiyatlari var hem de aradiginiz her eseri bulabilirsiniz. 17 kitaplik pakedimi 5 gun icinde hazirlayip teslim etmis  beni mutluluga bogmustur. puan kazanma sistemi de kitap kurtlari icin bulunmaz bir firsattir. ayriyetten gonderdikleri hediye kitaplar ve guzel ayraclar dacabasi.", positive
"acaba hangi kitabi okusam diye degil de su kitaplari okumak istiyorum acaba en ucuz nereden temin edebilirim zihniyeti ile basvurulmasi gereken alisverisi sitesi. aslinda illa en ucuzu bu diye tum alisverisi buradan yapmak da sart degil. siparislerinizi biriktirirsiniz  sonra ayni anda birkac siteden ayni alisverislistesini olusturursunuz. taa ki kredikarti odemebilgilerine kadar ulasirsiniz  nihai fiyat o zaman belli olur. iste bu noktada almak istedigim on adet kitabi bana en ucuz sekilde sunmus olan site kitapyurdu olmustur.e bi daha alisveris yapinca en ucuz site bu diye gozum kapali buradan mi alisveris yaparim. hayir  gunu gelince yine karsilastirmali listemi olusturur ona gore tercihimi belirlerim.acelesi olmayanlar icin guzel bir secenek diye toparlayabiliriz.", positive
"paketleme sistemleri haricinde ilk alisverisimden memnun kaldigim firma. fiyatlari guzel.", positive
"ben kitap alisverisini sadece bu siteden yapiyorum  gayet basarili buluyorum kendilerini.", positive
"cok sukela site. soyle ki24 kasim itibariyle kendilerine vermis oldugum kitap siparisimin ucretini kitabi sevkettikleri tarih olan 26 kasimda kesmisler ve bu ucret hesap kesim tarihim 25 kasim oldugu icin otomatikman 1 ay sonraya yansimistir. ozellikle kitabi kargoyla sevk etmeden hesaptan dusmemeleri taktire  ovguye  durustlugedeger bir davranis. ayrica beylikduzu migrostaki d&rda kirik  ambalaji sokuk vaziyette en bas kosede durup alicisini bekleyen dvdli kitabi sapasaglam sekilde hemde 4 ytl ucuz fiyatla ayagima kadar 2 gunde getirmislerdir. tebrik edilesidir.", positive
"yillardir kullandigim ve idefixe  imge kitabevi gibi rakiplerine oranla daha basarili buldugum alisveris sitesi. yalniz uyuz eden bir tarafi var ki alisveristen topladiginiz puanlarla alabileceginiz urunleri onlar belirliyor ve haliyle nerede elde kalmis  ise yaramaz kitaplar varsa onlari sunuyorlar. hayir  gerekirse alisverisbasina verdiginiz puanlari azaltin ama yillarca alisveris yaptiktan sonra  hediyemizi de kendimiz secebilelim  bunca yildan sonra yeniden omer seyfettin kitaplari almak zorunda kalmayalim. bir ara topladigimiz puanlarla kitapyurdu havlusu alabiliyorduk  o bile daha daha iyiydi.", positive
"12 kitaplik milan kundera setini 157 30 dan satarak beni mesut bahtiyar etmislerdir.", positive
"guzel ayraclar ve nescafeyle gulumseten site. islerini iyi yapiyorlar.", positive
"ticari ahlaktan yoksun bir site. sakin alisveris yapmayin.4 adet kitap siparisi verdim bu siteden. siparisiniz kargoya verildi diye mail aldiktan saatler sonra bir kitabin tutari kadar para hesabiniza iade edilmistir diye bir mail daha aldim.madem siz benim siparisimi eksiksiz gonderemeyeceksiniz neden benim fikrimi almadan kargoya veriyorsunuz. ayrica yarin da diger kitap icin hesabiniza iade edildi seklinde bir mail almayacagim ne malum. temin edemediginiz ya da edemeyeceginiz bir kitabi neden sitenizde bulunduruyorsunuz.o zaman herkes site acip tum kitaplari koysun bulduklarini gonderir bulamadiklarini da hesabiniza paraniz iade edildi diye mail atar. ne guzel degil mi.", negative
"gecen hafta son alisverisimi yaptigim site. zira neredeyse bir hafta dolmasina ragmen temin suresi 2 gun olan kitaplardan dolayi henuz siparisim gonderilmemistir.bu son olsun.", negative
"iclerinde bir takim sikintilar yasadigini dusundugum web sitesi. normalde dun verdigim siparis bugun elime ulasirdi. ama simdi kargoya verilmesi 1 haftayi buluyor. onceki izlenimim:teslimat: 10/10kitaplarin durumu: 10/10simdiki izlenimim:teslimat 6/10kitaplarin durumu: 8/10.", negative
"her siparisimde yaptigi ayri hatayla beni canimdan bezdiren kitap okumaktan sogutan; hizmet kelimesinin anlamini bildikleri hususunda dahi derin suphelerimin bulundugu eticaret platformudur. musteri hizmetleri birimi dahi yoktur. batsindir.", negative
"alisveris yaptigim yapmaz olaydim dedigim ettigim kufurlerin haddi hesabi olmayan beyinsizler toplulugu. attigim maillere otomatik maille geri donen dangalaklar ordusu. 11 gundur kitaplarimi gondermeyip yapacagim arastirmayi siken site. orhun yazitlarini istedim sanki arayip bulamiyorlar. en kotu temin suresi olan 5 gundu 11 gun oldu. keske bilgisayarim cokseydi de almasaydim sizden kitap. kurban oldugum d&r im benim sirf senden almadim diye tum bunlar. allahin varsa belani versin kitapyurdu.", negative
"beni mi buluyor bilmiyorum fakat ne zaman kitap siparis etsem stoklarinda olmuyor. en az iki siparisimin yaninda yaklasik bir hafta boyunca bekliyor ibaresiyle karsilasiyorum. iki hafta once celal sengorun dahi diktator isimli kitabiyla birkac kitap almistim. bir hafta bekledikten sonra ellerine ulasmisti. simdi aldigim bes kitabin da ikisi bekliyor. madem stoklarinizda yok belirtin bari. yayinevinden herkes istetebilir. onun disinda guzel hos bir site.", negative
"kitap tanitim sayfasinda 1 is gunu icinde teslim diye reklam yapan satin al tusuna basinca teslimat suresi 3 is gunune cikan kandirikci site. he illa 1 gunde alacaksan gel cagaloglunda subemizden al diyor. ulan cagalogluna gelecegim madem sen ne ise yariyorsun.", negative
"nat geo ve turevlerinde her reklam kusaginda en az 2 kere donen insani hiptotize etmek icin cekildigini dusundugum reklam. birde kitapyurdu diyorlar kurtlar sallaniyor ama. acayip birsey.ayrica bu reklam ciktiginda kanali kesinlikle degistiriyorum. sabredemiyorum artik bu reklama.", negative
"kendi sitesinde arama sonuclarinda sponsorlu sirf reklam icin alakasiz bir kitap cikariyor artik. bu nedir allah askina. bu kadar mi para odakli olur bi sirket. zaten kitap fiyatlarinin digerlerine gore makul olmadigi ortada boyle mi onlem aliyorsunuz satislarin dusmesine. milleti siteden uzaklastirarak mi.", negative
"dun sabah bir arkadasim bunlarin ayni gun kargo palavrasina aldanip siparis verecekti dalga gectim onumuzdeki haftayi bulur dedim beni dinlemeyip siparisi verdi cuma gunu de bitmek uzere geciyor ve eleman soyleniyor ben de pis pis guluyorum tanim: temin sureleri berbat olan sitedir.", negative
"ayin 11i nadirkitap.com(2. el sahaf) kitapyurdu idefix ve d&rdan kitap siparisleri gittigidiyordan da parfum siparisi verdim. en hizli sahaflardan kargolar geldi ogleden once gg az once idefix ve d&rin kargosu geldi kitapyurdu.com hala kargoyu cikarmamis hazirlaniyormus.diyecegim o ki; nadirkitapdan satis yapan sahaflar gg saticisi idefix ve d&r siparisi ulastirma konusunda bu siteden cok daha guvenilir ve ozenli calisiyorr.5-6 yil kadar once vandan alisveris yapmistim o zaman cok hizli ve saglam calisiyorrlardi aklimda kalan sekliyle sorgulamadan kitaplari burada bulunca siparisi verdim keske once son durumlarini bir arastirsaymisim.bugun 4. gun.", negative
"tek kelime ile tanimlamak gerekirse: sevimsiz. siparis verirken siparis adresi ile fatura adresini farkli girmenizi imkansiz hale getiren daha ustteki siparis adresini yazarken fatura adresini yazmadiniz. bla bla bla diye mesaj cikartip siparis vermenize izin vermeyen sistemi nedeni ile telefonla arar yardim istersiniz. cevap veren operator sizin soylediklerinizi anlamayip kendi kendine ugrasip ama oluyo bu diye israr eder. yine yine yine anlatirsiniz anlamaz. telefonla siparis almaz. sorunu anlamamakta diretip papagan gibi bende olmuyor o sorun ama deyip durur. sonra hediye gondereceginiz insanin faturayi gormesini kabul edip iki adresi ayni girerekten siparis verirsiniz. o zaman da siparis sayfasinda en altta yazan rakamin aslinda odenmesi gereken toplam rakam olmadigini araya bir yere yazilmis farkli rakamin dogru rakam oldugunu ogrenirsiniz. eksik yatirdiniz diye mesaj gelir. alti ustu kirk liralik bir sey icin dakikalarca ugras dur. sevimsiz.", negative
"kargo bedava deyip odeme asamasina gelince 3.5 tl ekleyen kitapci.", negative
"siparis ettiginiz kitap icin iki hafta beklettikten sonra temin edilemedi diyen site.bulasmayin.", negative
"gece saat 2 sularinda siparis verdigim site. dirdirci olmak istemiyorum ama siparisi verdikten sonra bir guzel kartimdan cekmisler parayi ancak su an siparisime dahi ulasamiyorum. kocaman bir siparisiniz yoktur yazisi karsiliyor. mail atiyorum onlar da siparisiniz yok diyor. lan kartimdan cekilmis ama zaten maile de oylesine cevap attilar. adam akilli da arastirmadiklarini dusunuyorum. bir de nasil musteri hizmetleri yoktur anlamiyorum. eski sevgilimle mesajlasiyor gibiyim. muhattap bulamiyorum. bakalim sonu ne olacak.", negative
"yeni bir siparis vermek icin ios uygulamasina girdim. adresler kisminda 3-5 eski kiz arkadasimin adreslerinin de halen kayitli oldugunu fark ettim. guzel guzel kitaplar alip gondermisim. ne kadar da iyi bir adamim dedim kendime ve biraz simardim. bu da oyle bir animdir. su an ios ve android ile kitap alinca kargo ucreti almiyor. eklemeden gecmek istemedim.", positive
"sirf 4 tane kargo secenegi sundugu  ve bizi yurtici kargoya mahkum etmedigi icin kitaplarimi artik buradan aliyorum. dun gece siparis verdim zaten stoktaydi bu sabah sevk edilmis. elveda idefix  yurticinden vazgecersen belki arada gorusuruz.", positive
"genelde internetten siparis vermeyi sevmeyen biri olarak haftasonu bu siteden ilk siparisimi verdim. kelepir kitaplar kismini gozume kestirmistim bes kitap toplam yirmi liraya falan denk geldi. ayrica kapida odeme olayi da varmis. hava durumu yuzunden bi gun gecikmeli olarak bugun yani sali gunu elime gectiler. ayrica kargo nerde kitaplar verildi mi falan diye bakmaniza bile gerek yokher adimda mail ve mesaj geliyor. superler.", positive
"rastladiklarim arasinda fiyat acisindan en iyi kitap alisveris sitesi. guvenilirlik konusunda da en ufak bir sorun yasamadim bugune kadar. site tasarimlari ise gayet kotudur evet.", positive
"aldigim kuran tefsirinin kutusunun uzerine buyukce kuran vardir yazarak hassasliklarini gostermeleri cok hosuma giden kitap alisveris sitesi.", positive
"yeni cikanlar listesinde isil isil parlayan su kitap gozume carpti  hemen siparis verdim.maksat genc yazar kardeslerimize destek olmak. helal olsun karsim.", positive
"20 tl uzeri kargo bedava olmasiyla beni hep cezbeden ama idefixde hep indirime denk geldigim icin bir turlu alisveris yapamadigim siteydi  ilk kez gecen gun alisveris yaptim. kahve yollamislar. hem de sekersiz. alti ustu bir kahve 25 krs a satiliyor biliyorum ama kahve-kitap ikilisini dusunuyor olmalari bile beni mutlu etti.tavsiye edilir.ps: ankarada 2 gundeulasti kitaplarelime.", positive
"aldigim kpss setinin yanina kahve ve cok tatli iki ayrac koyarak gonlumu bir kez daha fethetmis site. simdiye kadar kendilerinden memnun kalmadigim tek alisverisim oldu  aldigim kitabin kapaginda hafif deforme vardi. mail attim hemen donus yaparak kitabi geri gonderin yenisini gonderelim dediler.bir de diger kitap sitelerindekargo bedava alt limiti 50tlikenkitapyurdunda 20tl. dilerim kargo bedava alt limitini arttirmazlar da guzel guzel alisveris yapmaya devam ederim.", positive
"yaptigi isi titizlikle ve seffaf sekilde yapan internet kitapcisi. soyle ki siparisi yaptiktan sonra siparis takipi kisminda adim adim kac kitabiniz temin edildi kaci beklemede gorebiliyorsunuz. hepsi temin edildiyse yine ayni sayfada su tarihte kargoya verildi en gec 3 is gununde elinizde denir ve 1 gun sonra kitaplar kucukhediyelerle elinizdedir. endiseyok  kusku yok..hersey acik ve net. her bir kitap icin hediye edilen ayiraclarda cabasi.", positive
"3 kere siparis verdigim ve her turlu idefixden daha ucuz olan kitapci.ayrica bulundugum yere kitaplari yurtici kargo ile 3 90 liraya gonderilirken  4 30 lira yurtici kargo ucreti alan idefixeyi gorunce insan kendilerini daha cok seviyor. demek ki idefixe bizi kargo ucreti altinda guzelcene dudukluyormus  yoksa eminim onlar gayet guzelfiyatlara anlasmasini bilirler.ayrica idefixeyekiyasla daha fazla kargo secenegi sunmalari harika. (surat kargo  mng  ups ve yurtici kargo)ve en son olarak  kitaplari oldukca guzel ambalajliyorlar  ucretsiz hediye kagidina sariyorlar sahane oluyor.verdikleri hizmette sorun yasamiyorum  fakat sitelerini kesinlikle kullaniciya daha cok guven veren sekilde tasarlamalari gerekiyor.ozellikle odeme adimlari falan sanki 1999 yilindaki geocities page builder tadinda kalma bir web sitesine girmisiz izlenimi yaratmasa tadindan yenmez.fiyat ve servis superken tek gereksinimleri  imaj  imaj  imaj.", positive
"fiyatlari ve teslimat hizi oldukca memnun eden sitedir. yillardir mudavimiyim.", positive
"defalarca (10dan fazla) alisveris yapip hic sorun yasamadigim site. 20 tl uzeri kargo ucretsiz. harika bir paketleme. kargo secenekleri. hizli tedarik ve gonderi. kesinlikle idefixe bes basar.", positive
"kitap fiyatlari diger sitelerle kiyaslandiginda aldiginiz kitap sayisina bagli olarak kayda deger bir sekilde daha ucuza gelen online kitapci. kesinlikle idefixeten daha yavastir  tartismasiz. eger vaktiniz ve sirada okunmayi bekleyen kitabiniz coksa bunu kullanabilirsiniz.", positive
"dergilere ulasilabiliyor olmasi ile takdirimi kazanmistir. kitap daha bulunulabilir bir urunken  abone olmadiginiz dergilere bircok sehirde ulasmak imkansizdir. tabi kitapyurdunu bilmiyorsaniz.", positive
"aldigim kitaplarla birlikte bolca ayrac ve bir tukenmez kalem gondermis site. pek bir kanim kaynadi.", positive
"ben boyle bir firma gormedim bir haftadir herhangi bir yetikiliye ulasmaya calisiyorum hem de onlarin faydasina olacak bir is icin telefonlarini bulamiyorum sitedeki telefon sadece siparis no ile calisiyorr mail atiyorum mailede gonen olmuyor.cok ilginc iletisimi kesmis bir firma.sok oldum resmen.", negative
"3 gun boyunca kitaplarimi temin edemeyen firma. boyle degildi ki noldu simdi. elinde yoksa depon bossa koymasana oraya var diye. hayalimin kiriklarina sebepsin.", negative
"propaganda yayinlarinin haklarinda asagida linklerdeki iddialarda bulundugu site. ben acikcasi bir sureligine askiya alacagim bu siteyi kullanmayi.", negative
"piyasaya yeni cikmis bir kitabi temin edemeyen site. ilginc olan ayni kitap hala site uzerinde satista ve hicbir uyari yazma geregi de duymuyorlar. sonra da attiklari boktan ozur e-postasini samimi bulmamizi bekliyorlar.", negative
"sikayet vara yazilmasi gerektigini dusundugum sirket. twitterdan da iplemiyorlar. bu lakayitliklarindan dolayi feci kizdim ve yillardir kullandigim kitapyurdunu degistirdim. simdi baska yerden aliyorum. kitaplari da daha uygun ohhh mis missikayet vara yaz kardesim hemen geri donuyorlar.", negative
"an itibariyle da vinci sifresi kitabinin bulunmadigi ama satisa cikinca haber veren site. idefix varken bir daha kullancagimi dusunmuyorum.", negative
"denildigi gibi papagan gibi cevap mailiyle sorunlarinizi cozmeye calisiyorlar. sonucta cozememis oluyorlar. bir kac tl icin fitik olmaya degmez.", negative
"1 yil icinde herhangi bir alisveris yapmamissaniz biriken puanlarini kullandirtmayan online kitap sitesi.kendileri bilir.", negative
"pis nalet reklam sarkisini bir turlu kafamdan atamadigim site.bir gecede 100 kere falan izleyince beynine kaziniyor insanin resmen.", negative
"tedarik suresi uc gun olan kitabi bir haftada bulamamis site. bulamadiklari kitabi da herhangi bir kitapciya girseniz bulunursunuz o kadar kolay bulunabilecek bir kitap. yahu bu adamlara ne oldu anlamadim bundan bes sene once kendilerini oven bir entry yazmistim. daha da ileriye gideceklerini acayip bir gerileme icine girdiler. alisveris yapmadan once cok iyi dusunun derim.", negative
"yeni haline uye girisi yapamadigim site. olm madem anlamiyordunuz ne diye kurcaladiniz.", negative
"yine 2 haftayi buldu temin suresi(daha da uzayacak gibi) arkadas bir kere de 3-4 gunde kitaplari temin ettik kargoladik deyin biz de sasiralim sevinelim ama yok iste.", negative
"alisverisiniz sonrasinda siparis bilgilerinize hesabinizdan ulasamadiginiz (bilmiyorum belki sansliysaniz mail atiyorlardir) bir alisveris sitesi. telefonla arayip konusabileceginiz bir musteri hizmetleri de yoktur. 15 yil bir sey katmamis goturmus bu firmadan anlasilan.", negative
"aldigin kitaplari degil de baska kitaplar gonderen firma. gunlerdir durumu anlatmak icin ariyoruz yaziyoruz ama hicbirinden cevap alamadik. ne telefondan ulasabiliyoruz kimseye ne de yazdigimiz maillere cevap aliyoruz. onlara anladigi dilden yazayim buradan: allah belanizi versin.", negative
"bugun bir kac kitap siparisi verdim ve puanlarimla da bir kitap alayim dedim. uyari verdi puanli alisveris ile normal alisverisi birlikte yapamazsiniz diye eyvallah dedim. sonra puanli olarak aldigim siparisi diger siparisime ekle butonunu aradim bulamadim. mail attim siteye mumkun olmadigini soylediler. gercekten anlam veremedigim bir sekilde ayri olarak kargo ucreti odemem gerektigini soyledi. internetten alisveris imkanlarinin arttigi artik indirim vs aramak icin magaza magaza dolasma gereginin ortadan kalktigi bir ortamda boylesi bir mantiksiz uyguliye gitmeye mahkum bir site.", negative
"siparis ettigim kitabi cok kisa bir surede ve son derece ozenli  korunakli bir sekilde paketleyip gondererek beni mutlu ettigi icin kitap alisverislerimi artik hep kendisinden yapmayi dusundugum site. kitabimi guzelce paketledikleri karton kutunun uzerinde buyuk harflerle ozenle tasiyin. icinde bilgi var. yazmasi da ayricahosuma gitti. isini iyi yapan olusumlar gormeyehasret kalmistim. tesekkurler kitapyurdu.com  benim en cok deger verdigim sey olan kitaplara sen de deger verdigin icin.", positive
"%50 indirim firsati ile okul oncesi kalpleri kesfetmistir.", positive
"son aylarda yeni cikan kitaplari yazarindan imzali olarak satma kampanyasi olan sitedir.", positive
"internetten ilk kitap alisverisimi yaptigim ve gayet memnun kaldigim site. almak istedigim kitap en uygun olarak bunlardaydi  ilk siparisimi dun verdim  o gun icinde hemen kargoya verildi ve bir gunden daha kisa surede  bugun oglen gibi elime ulasti. kitap gayet iyi sarilmis bir sekilde geldi ve herhangi bir sikinti da yoktu. gonul rahatligiile soyleyebilirim ki daimi bir musteri daha kazandilar bugun.", positive
"oneriler ve elestiriler bolumune yazdigim ayrac gonderseniz iyi olur teklifimi hemen ciddiye alip bir sonraki siparisimde onlarca ayrac gondermis bence en iyi kitap satis sitesi.", positive
"internet uzerinden ilk kitap alisverisimi gerceklestirdigim site. idefixden daha ucuzdu.", positive
